"file","ssim","ms_ssim","psnr","vif_p","vsi","fsim","gmsd","ms_gmsd","haarpsi","mdsi","mad"
"2010_002388_PGD_(0.05, 0.005, 10).png","0.8350","0.9104","30.5736","0.2749","0.9916","0.9603","0.0448","0.0497","0.8789","0.2843","56.5304"
"2010_002388_PGD_(0.1, 0.005, 20).png","0.6096","0.7771","24.7532","0.1519","0.9733","0.8938","0.1046","0.1073","0.7153","0.3767","85.0891"
"2010_002388_PGD_(0.1, 0.01, 10).png","0.5881","0.7608","24.6480","0.1455","0.9692","0.8750","0.1216","0.1208","0.6819","0.3969","86.9059"
"2010_002388_PGD_(0.2, 0.01, 20).png","0.3364","0.5653","18.8812","0.0755","0.9168","0.7441","0.2092","0.1976","0.4717","0.5031","112.5551"
"2010_002388_PGD_(0.2, 0.02, 10).png","0.3202","0.5436","18.7459","0.0719","0.9083","0.7215","0.2224","0.2095","0.4478","0.5190","116.0353"
"2010_002388_PGD_(0.3, 0.015, 20).png","0.2206","0.4389","15.4215","0.0472","0.8585","0.6297","0.2586","0.2419","0.3482","0.5862","128.0610"
"2010_002388_PGD_(0.3, 0.03, 10).png","0.2063","0.4185","15.2929","0.0435","0.8418","0.6046","0.2663","0.2495","0.3269","0.6036","131.4680"
"2010_002392_PGD_(0.05, 0.0025, 20).png","0.9077","0.9512","30.6951","0.4481","0.9935","0.9776","0.0262","0.0327","0.9058","0.2433","29.2424"
"2010_002392_PGD_(0.05, 0.005, 10).png","0.9012","0.9479","30.6072","0.4396","0.9927","0.9740","0.0305","0.0364","0.8951","0.2524","31.3967"
"2010_002392_PGD_(0.1, 0.005, 20).png","0.7444","0.8639","24.9650","0.2528","0.9786","0.9319","0.0720","0.0796","0.7546","0.3275","56.3560"
"2010_002392_PGD_(0.1, 0.01, 10).png","0.7259","0.8530","24.8695","0.2416","0.9756","0.9224","0.0822","0.0879","0.7346","0.3403","59.1027"
"2010_002392_PGD_(0.2, 0.01, 20).png","0.4746","0.6925","19.4605","0.1161","0.9363","0.8278","0.1538","0.1529","0.5486","0.4290","89.5800"
"2010_002392_PGD_(0.2, 0.02, 10).png","0.4485","0.6702","19.3213","0.1064","0.9293","0.8101","0.1655","0.1620","0.5268","0.4413","93.4928"
"2010_002392_PGD_(0.3, 0.015, 20).png","0.3135","0.5596","16.3273","0.0683","0.8934","0.7392","0.2087","0.2005","0.4342","0.4990","110.0346"
"2010_002392_PGD_(0.3, 0.03, 10).png","0.2902","0.5327","16.2068","0.0603","0.8853","0.7181","0.2163","0.2075","0.4145","0.5087","113.0844"
"2010_002614_PGD_(0.05, 0.0025, 20).png","0.8986","0.9461","30.5912","0.4541","0.9938","0.9812","0.0316","0.0383","0.9205","0.2516","34.7408"
"2010_002614_PGD_(0.05, 0.005, 10).png","0.8909","0.9424","30.5121","0.4469","0.9930","0.9788","0.0361","0.0425","0.9134","0.2605","37.3682"
"2010_002614_PGD_(0.1, 0.005, 20).png","0.7307","0.8540","24.7909","0.2667","0.9777","0.9366","0.0975","0.1003","0.7815","0.3588","65.0596"
"2010_002614_PGD_(0.1, 0.01, 10).png","0.7160","0.8453","24.6900","0.2596","0.9746","0.9289","0.1060","0.1075","0.7596","0.3696","66.9465"
"2010_002614_PGD_(0.2, 0.01, 20).png","0.4926","0.6958","19.0623","0.1355","0.9349","0.8407","0.1952","0.1844","0.5724","0.4727","94.2243"
"2010_002614_PGD_(0.2, 0.02, 10).png","0.4736","0.6790","18.9285","0.1290","0.9275","0.8268","0.2060","0.1934","0.5468","0.4842","96.8090"
"2010_002614_PGD_(0.3, 0.015, 20).png","0.3562","0.5807","15.8147","0.0847","0.8930","0.7617","0.2468","0.2290","0.4598","0.5406","112.0370"
"2010_002614_PGD_(0.3, 0.03, 10).png","0.3368","0.5587","15.6913","0.0777","0.8842","0.7446","0.2569","0.2381","0.4338","0.5550","116.1888"
"2010_002704_PGD_(0.05, 0.0025, 20).png","0.8933","0.9431","30.6564","0.4406","0.9926","0.9768","0.0328","0.0383","0.9086","0.2574","28.6711"
"2010_002704_PGD_(0.05, 0.005, 10).png","0.8850","0.9389","30.5719","0.4342","0.9918","0.9738","0.0376","0.0424","0.8988","0.2675","30.8399"
"2010_002704_PGD_(0.1, 0.005, 20).png","0.7262","0.8512","24.9672","0.2630","0.9755","0.9314","0.0861","0.0900","0.7641","0.3467","57.9571"
"2010_002704_PGD_(0.1, 0.01, 10).png","0.7108","0.8414","24.8678","0.2548","0.9724","0.9242","0.0938","0.0964","0.7496","0.3560","60.3422"
"2010_002704_PGD_(0.2, 0.01, 20).png","0.4870","0.6942","19.3599","0.1369","0.9315","0.8317","0.1656","0.1612","0.5718","0.4421","87.8136"
"2010_002704_PGD_(0.2, 0.02, 10).png","0.4675","0.6776","19.2397","0.1297","0.9232","0.8151","0.1802","0.1731","0.5482","0.4573","90.0526"
"2010_002704_PGD_(0.3, 0.015, 20).png","0.3473","0.5790","16.0916","0.0869","0.8852","0.7393","0.2205","0.2083","0.4512","0.5078","105.5275"
"2010_002704_PGD_(0.3, 0.03, 10).png","0.3310","0.5585","15.9695","0.0814","0.8747","0.7201","0.2326","0.2196","0.4279","0.5228","109.4139"
"2010_002729_PGD_(0.05, 0.0025, 20).png","0.8883","0.9402","30.5186","0.4186","0.9934","0.9713","0.0326","0.0400","0.9047","0.2562","44.0646"
"2010_002729_PGD_(0.05, 0.005, 10).png","0.8787","0.9355","30.4341","0.4105","0.9925","0.9659","0.0388","0.0450","0.8953","0.2686","46.2115"
