file,ssim,ms_ssim,psnr,vif_p,vsi,fsim,gmsd,ms_gmsd,haarpsi,mdsi
"2011_003201_CW_(30, 0.1, 50).png",0.9758933,0.98805094,39.45322,0.7644466,0.9983215,0.992791,0.011592575,0.012393493,0.97406155,0.19119886
"2011_003201_CW_(30, 0.2, 50).png",0.9200084,0.95973104,34.139336,0.5608817,0.99368644,0.9739215,0.0397441,0.041049648,0.9134799,0.26850066
"2011_003201_CW_(30, 0.3, 50).png",0.84768313,0.92122334,30.75032,0.43257102,0.98615336,0.9464736,0.07596935,0.07574272,0.83548194,0.3280072
"2011_003201_CW_(30, 0.4, 50).png",0.7732041,0.87891024,28.293758,0.3468052,0.9761935,0.91462576,0.11194799,0.10905442,0.7571225,0.3748978
"2011_003201_CW_(30, 0.5, 50).png",0.7039067,0.83669657,26.384953,0.28641075,0.96458185,0.88172853,0.14395478,0.13823389,0.6870472,0.4122859
"2011_003201_CW_(30, 0.6, 50).png",0.64189404,0.79624695,24.829206,0.24183016,0.95172703,0.8491631,0.17163756,0.16329174,0.6264135,0.44323224
"2011_003201_CW_(30, 0.7, 50).png",0.587187,0.7581652,23.516857,0.20770562,0.9381837,0.81794196,0.19525659,0.18466584,0.57454354,0.46976224
"2011_003205_CW_(30, 0.01, 100).png",0.9977444,0.9988,42.38686,0.99562204,0.9997806,0.99983484,0.0001004569,0.00013884841,0.9979853,0.10786313
"2011_003205_CW_(30, 0.01, 50).png",0.99773955,0.99879724,42.380745,0.9954974,0.9997802,0.9998337,0.00010140747,0.00014025682,0.99797565,0.10787747
"2011_003205_CW_(30, 0.03, 50).png",0.9965952,0.99825025,41.9235,0.9743281,0.999658,0.9994872,0.00075096026,0.0008060296,0.9967844,0.11496747
"2011_003205_CW_(30, 0.06, 50).png",0.99462336,0.99729055,41.16529,0.9440183,0.9995147,0.9989999,0.0015270652,0.0016799258,0.9946933,0.12523666
"2011_003205_CW_(30, 0.1, 50).png",0.9894705,0.994791,39.69191,0.8802406,0.99900824,0.99743253,0.004311318,0.004636113,0.9891023,0.15170932
"2011_003205_CW_(30, 0.2, 50).png",0.9679076,0.9841694,35.996742,0.7324896,0.99675417,0.99095875,0.015786912,0.016661093,0.96612126,0.20628722
"2011_003205_CW_(30, 0.3, 50).png",0.93717855,0.96861005,33.07787,0.6188398,0.992865,0.9808911,0.032307234,0.03323337,0.9334557,0.25012815
"2011_003205_CW_(30, 0.4, 50).png",0.90206414,0.9501762,30.808107,0.5323011,0.9874834,0.9679575,0.05153072,0.051991913,0.8953291,0.2869343
"2011_003205_CW_(30, 0.5, 50).png",0.8656752,0.9303033,28.981441,0.46491754,0.9809184,0.9530771,0.071787685,0.07134565,0.85493565,0.31798494
"2011_003205_CW_(30, 0.6, 50).png",0.8296297,0.9098678,27.461035,0.41107464,0.97339255,0.9370255,0.092064515,0.09044928,0.81495315,0.34482464
"2011_003205_CW_(30, 0.7, 50).png",0.7947464,0.88936347,26.1615,0.36715582,0.9652149,0.92033386,0.111582346,0.108718656,0.77647483,0.3686782
"2011_003207_CW_(30, 0.01, 100).png",0.9991226,0.999584,50.154057,0.9968202,0.9999733,0.99994034,8.524167e-05,0.00011335304,0.9994138,0.07282804
"2011_003207_CW_(30, 0.01, 50).png",0.99911946,0.9995821,50.122635,0.99667805,0.99997294,0.9999389,8.567955e-05,0.000114863746,0.99940026,0.07285275
"2011_003207_CW_(30, 0.03, 50).png",0.99876094,0.99940354,48.423477,0.9807663,0.9999242,0.99978966,0.0003650788,0.00048538094,0.99838716,0.083861746
"2011_003207_CW_(30, 0.06, 50).png",0.9979839,0.9990155,46.235435,0.953295,0.999825,0.99946517,0.00092729554,0.0012450077,0.9963921,0.100184545
